q0,q1,q10,q100,q101,q102,q103,q104,q105,q106,q107,q108,q109,q11,q110,q111,q112,q113,q114,q115,q116,q117,q118,q119,q12,q120,q121,q122,q123,q124,q125,q126,q127,q128,q129,q13,q130,q131,q132,q133,q134,q135,q136,q137,q138,q139,q14,q140,q141,q142,q143,q144,q145,q146,q147,q148,q149,q15,q150,q151,q152,q153,q154,q155,q156,q157,q158,q159,q16,q160,q161,q162,q163,q164,q165,q166,q167,q168,q169,q17,q170,q171,q172,q173,q174,q175,q176,q177,q178,q179,q18,q180,q181,q182,q183,q184,q185,q186,q187,q188,q189,q19,q190,q191,q192,q193,q194,q195,q196,q197,q198,q199,q2,q20,q200,q201,q202,q203,q204,q205,q206,q207,q208,q209,q21,q210,q211,q212,q213,q214,q215,q216,q217,q218,q219,q22,q220,q221,q222,q223,q224,q225,q226,q227,q228,q229,q23,q230,q231,q232,q233,q234,q235,q236,q237,q238,q239,q24,q240,q241,q242,q243,q244,q245,q246,q247,q248,q249,q25,q250,q251,q252,q253,q254,q255,q256,q257,q258,q259,q26,q260,q261,q262,q263,q264,q265,q266,q267,q268,q269,q27,q270,q271,q272,q273,q274,q275,q276,q277,q278,q279,q28,q280,q281,q282,q283,q284,q285,q286,q287,q288,q289,q29,q290,q291,q292,q293,q294,q295,q296,q297,q298,q299,q3,q30,q300,q301,q302,q303,q304,q305,q306,q307,q308,q309,q31,q310,q311,q312,q313,q314,q315,q316,q317,q318,q319,q32,q320,q321,q322,q323,q324,q325,q326,q327,q328,q329,q33,q330,q331,q332,q333,q334,q335,q336,q337,q338,q339,q34,q340,q341,q342,q343,q344,q345,q346,q347,q348,q349,q35,q350,q351,q352,q353,q354,q355,q356,q357,q358,q359,q36,q360,q361,q362,q363,q364,q365,q366,q367,q368,q369,q37,q370,q371,q372,q373,q374,q375,q376,q377,q378,q379,q38,q380,q381,q382,q383,q384,q385,q386,q387,q388,q389,q39,q390,q391,q392,q393,q394,q395,q396,q397,q398,q399,q4,q40,q400,q401,q402,q403,q404,q405,q406,q407,q408,q409,q41,q410,q411,q412,q413,q414,q415,q416,q417,q418,q419,q42,q420,q421,q422,q423,q424,q425,q426,q427,q428,q429,q43,q430,q431,q432,q433,q434,q435,q436,q437,q438,q439,q44,q440,q441,q442,q443,q444,q445,q446,q447,q448,q449,q45,q450,q451,q452,q453,q454,q455,q456,q457,q458,q459,q46,q460,q461,q462,q463,q464,q465,q466,q467,q468,q469,q47,q470,q471,q472,q473,q474,q475,q476,q477,q478,q479,q48,q480,q481,q482,q483,q484,q485,q486,q487,q488,q489,q49,q490,q491,q492,q493,q494,q495,q496,q497,q498,q499,q5,q50,q51,q52,q53,q54,q55,q56,q57,q58,q59,q6,q60,q61,q62,q63,q64,q65,q66,q67,q68,q69,q7,q70,q71,q72,q73,q74,q75,q76,q77,q78,q79,q8,q80,q81,q82,q83,q84,q85,q86,q87,q88,q89,q9,q90,q91,q92,q93,q94,q95,q96,q97,q98,q99
u149,43.79196595132574,,,,,,,,,,46.43008561782323,43.80979921167392,,,,,,,,,,,,,,,,,,,,51.115995724845156,,,37.45300299716887,,,,,,,,,,,,,,,,51.734753605997604,,,,,,54.75206752756891,,60.683232211918,,,,,,,,,51.55887285862077,,,,,,,,,,,,,,46.29285133888661,,55.496428445705476,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,48.28217346047842,,,,,,,,,42.08868784121337,,0.0,,,,,,,,,,,,,,,,,,,,63.104380059175966,,,44.7999765597469,,54.628812615646886,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,51.52393847157874,,,,,,,46.5484265344513,,39.568911779222354,,0.0,,,,51.5744637542921,,52.619868212175795,,,,,,,,,,45.98109732550557,,,,,,,,,,53.22513182146157,,,,,,,48.6257624203641,,,,34.84064186018132,,,0.0,,,,,,49.78122246514063,0.0,44.10856560919016,,,,,,,,,,,,44.74977310666106,,,,0.0,,,,,,,,,,,,49.2606478005679,,,,,,,53.872983311909195,,,49.90908944671261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,52.34095977590015,,,,,,,,,,,,,59.096978732232834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,57.18833520496078,,,,,41.830578909507075,,,,,49.6783973565514,,,,,,,0.0,,,,,,48.9032635014796,52.36857886035565,,,,,,,,,0.0,,,,46.56734059681146,,,0.0,,,,,,,,,,,,,,,,,51.18942797781679,0.0,,,,,,,,,,,52.45737144620619,,46.102206321800956,,,,,,,51.900866360307994,,,,,,,,,,,,,,,,,,,45.89101053837697,,,,,50.08139018199006,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
u150,,,,,,,,,52.6492383381674,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,50.445016450200825,,,,,,,,,0.0,,48.316062229088324,,,,58.70304231751831,,,,,,,56.24961499553198,,,,,,,,,,,48.23444985177543,,,,,,,,,,,0.0,,,,,,,,50.39565847878336,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,49.38970332428052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.712164350190214,,43.43332439539021,,,,,,48.31029536220011,,,,,,,,,,,,,,,,,,,,0.0,,,47.53401221166378,,,,,,,,,,,,,,61.88535335076123,,,,,,,,0.0,,,,,,,,,,48.67710245624052,,,,,,,,,,,,,,,,,,,,,0.0,40.12918343693609,45.09299164346,,,,,,,,,,,,45.965029377235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,47.53300488700008,,,,,,,,,,,59.75070654011683,,,,,,,,,,,0.0,,,,,,,,,,,,,,52.10943566472761,48.71641635013587,,,,,,,,,,,,,,,,,,,,,,,,,57.426741679361804,,,,,,,,,,,,0.0,,,,,,,,,,,,41.70830226102052,,,,,,,,,,,,,,,,,0.0,49.399650177784835,,,0.0,,,33.98658303488207,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,49.024145520400126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,52.611302502070885,46.242720108144525,,,,,,52.56929346478316,50.916145993371956,48.528667041759256,,,50.775975686019336,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.759861983491106,,,,,,,,42.28493169291622,,,,,50.94759926176652,,,,,,,,,51.30808929226328,,,,,0.0,,,,55.43212468322175,,,,,,,,,0.0,,,,,,,0.0,,,,,,48.60136159860074,,,,52.07557686975043,,,,,,,,,,,48.77204659136037,,,,,47.31606304128028,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.05115408610415,,,,,47.05740432076714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.597190461996135,,,,,,,,,,,,,,,47.37366422546836,,,,,,,52.3598602286056,,,,0.0,,,,43.35582694366774,,,,,,,,,,,,,,,49.25418305363459,,,,,,,,,,,,,,,,46.930094945575924,,,,,,,,,,,,,,,,,,,,,,,,,,48.09792845669738,,,,,,,0.0,0.0,,,50.886107978773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,58.165930212743575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.362666466581686,,,,,,,,,,,,,,,,,,,,,
u152,,46.5714920009795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,52.036706189393044,,,,,44.83770872270568,,,,,,,,,,,56.15157076638639,,48.15869428991846,,,,,,,,,,,,,,,,,,0.0,,,,,53.83590946145348,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,60.33111528648929,,,,,,,,,,,52.08277093815286,,,,,,,,,,,,,,,,,,,,,,,,,,,52.98321805613137,,,,,,,,,,,,,,,,,,,43.01732031683037,,,,,,,47.4864803959418,,,,,,,,59.90216688491573,,0.0,,,,61.38581346019849,,,,,,,,,,42.65599278811871,,,,,,,,,,,,57.50901483732576,,,,,,0.0,,,,,,,47.45798174508072,,,,,,,,,,,,,,,,,,0.0,,,,,,45.824066733923544,,,,,,,,,,,,47.47796494909828,,,,,,,,,,,,,,,,,,,,,45.58355646663835,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,57.24646416014226,,,,,,,,,,,,,,,,,43.52996252819647,,,52.785635391900385,,,52.27093832726578,,,,,,,,,,,,,,,,61.50918508388186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,43.82652074360094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.28456634066813,,,,,,,,,,,,,,0.0,39.302979475302635,,,,,,,,,51.098353328686606,44.88412677559899,,,,,,,,,,,,,,,,,,,,
u153,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,54.80495887804573,,,,,,,,,,,,,,,,,,,,,48.85025477690062,,,,,49.169324542807736,,,,,,,,53.60988131054485,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,52.408298300749294,,0.0,,,,,,,,,,,,,,,,,,,,48.00056257784298,0.0,,,,,,,,,51.36205992273582,,48.96365894448838,,,,,,,,,,54.980339331324664,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,49.15830425680562,,,,,,,,,,,,,,,,,,52.14679463338682,0.0,,40.53282277485233,49.926022485270835,,,,,,,,57.548936155252086,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,50.005570339166276,53.18978982319551,,,48.28396809569391,,,,,,51.14576864156932,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,49.539337166542374,,,,,,,,,46.670800462027174,0.0,,,,,,49.83918877178494,,57.30181112771903,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,51.407687969050585,,55.53147891991798,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,55.68559111500389,0.0,,,0.0,,,,,,,,,,,,,,,,49.13004504420399,,,,,55.823927431359756,,,,45.09566093989632,,40.160965335664386,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,44.92824773735181,,,,,,,,,,,,,,,,,,,,0.0,
u154,,,,,,46.67512448009761,,,,56.70508669548287,,,,39.39945129271058,,,,,,,,,,,,,,,,,,,,,,,,46.592072485684874,,,,,48.329979521632666,,,,,,,,,,,,,,,,,,,,,,,,,50.58453924662126,,,,,,,,,,,,48.13670124808509,,,,,,,,,,,,,,,,,,53.67091202539957,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,56.70508669548287,,,,,,,,,,,55.06711048647574,,47.12869844634524,,,,,,,,,,,,,,,,,,,,,54.29056986141029,,,,,,,,,,,,,,,,,,,,,,,,,45.93066547969242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,42.385407019705944,,,,,47.80382358448201,,,42.848563007714134,,,51.53918246850114,,,,52.42317213099849,,,,,,,,,51.52709837242091,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,51.848602366714154,,,,,,,,,,,,,,0.0,,,,,,55.1169327461208,,,,,54.77718207069301,,,52.619798270472884,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,52.53658078297531,46.39158584428696,,,0.0,,,,,,,51.425532002938624,,,,45.31508926979192,,0.0,,0.0,,,,,,,,,,,,,,,,51.66925337407178,,,,,,,,,,,47.66456550317019,48.282461230643825,,,0.0,,,,,,47.17273680894842,,,54.1574006308538,,,,,,,,,,,,,,,,,,,,,,0.0,49.824353688838414,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
u155,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.566883891724125,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,53.949663273484326,,,,,,,,,47.23211632885056,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,45.65274760969851,,,,,,,,,,,,,,,,,,,,,,0.0,48.32907317198862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,50.222088772028485,,56.96709424840169,,,,,39.13410555449167,,,43.13260604561731,,,,,,,,,,,,,52.83854481295992,0.0,,,,,,,,,,,,,51.944555100889076,,47.919596171420054,51.84350126097536,,,,,,50.21465956390472,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,49.972076700078226,,,,0.0,,40.84169768066289,,,,,,,,,,,,59.60202360692284,,,0.0,,,,0.0,,,,,,,,,,,,,50.755290501057814,,,,,47.897075612583684,,,,,,,,,45.89780620366239,,,,45.039080362034476,,,,46.56304194150213,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,45.13351544356314,,,,,,,,,,,,,,,,49.098504541365564,,,,,,,56.35443915198222,,,,,,,,,,0.0,,,53.48493299506007,,,,,,53.399898633654416,,,,,,,,,,,,,,,,,,49.238210220960575,,,,,,,,,,,,,,,,,,44.16566923038798,,,0.0,,,,0.0,,,54.919188530356415,,,,,,,,,,,,47.64638996444174,,,,,,,,,,,,45.67257354505378,,,,,,,,50.265559836835344,55.556848182253084,0.0,
u156,41.89108764567352,,,,,,,,,,,,,46.87671747692943,,,,,,45.97600618374703,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.952287134833824,,,54.65748794924318,,46.8218980363545,0.0,,,,,,,43.21319933127357,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,49.32603503060847,,,,,44.563173800338916,,,52.61504557428915,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,56.096421240556445,,,,,,,,,,,,42.78050068487783,,,,,,,,,,,52.054841285845264,,,,,,,,,,,,46.033178853954446,,,,,,,,,48.270325350526406,,,,,,,0.0,,,,,,,,,,,,,,,,54.90060406055473,,,,,,,,,0.0,,,0.0,,,,57.238199136037295,,,,,,,,,,,53.35599650270064,,,,,,,,52.07462189054563,,,,0.0,,,,,,,,,,,,,,,,,,45.48399684132014,,,,,,,,0.0,,0.0,,,,,47.10940198284145,,,,,,,,,,,,,,,,56.88604139442368,,,,,,,,,,,,,52.477478196576286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.573251622700745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,56.27014987749977,0.0,,,,,,,,,40.974413224642596,,,,,,,,,,,,,,,,,39.90116515348583,,,,,0.0,,,,,,,,,,0.0,45.65834564166576,,,,,51.30129513651957,,,,,,,,,,,,,,,,,,,,,,,,,
u157,,,0.0,,,,,,,,,,,,,,,,,48.41685051532405,45.2758093119579,,,,,,,,,,,,54.91178797814858,,,,,,,,,,48.32749819101087,,,,,,,,,,,,,,,,,,,,,,38.617220463187024,,,,0.0,,,,,,,,,,,,44.76171199560215,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,55.18048573172532,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,48.32873545778665,0.0,,,,,,,,,,49.027060418348064,,,,,,,,,,,,44.740363046659326,47.471865475404456,,,,,,,,,,,,56.47530797816664,,,,,,47.92285247816797,,,,,,0.0,,,,,,,51.92915635970455,0.0,,,,,,,,,,,,,,,,,,,,,0.0,49.7364901888725,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,0.0,,,50.87508623343061,,,,,,,47.47070605409973,41.657432876555816,,,,,,,51.50712021926238,,44.287862355710146,,,,,0.0,51.181368851987685,,0.0,,46.21903371503542,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,53.64543521052969,,,0.0,,,,52.982066407407856,50.367819926803435,,,,,,,,,,0.0,53.403591259843836,,48.59579549085506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.92056571551144,,,,,,,,,,,,,,,,,,,,,,51.47545344834902,,,,,,,,,,,,,,,,,,,,,,0.0,,,,47.514208588607154,51.44241341880076,,,,,,,0.0,,,47.27202134139489,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,48.76998483364368,,,,,,,,,
u158,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.85773714402586,,0.0,56.123993170723566,,,,,,,,,,,,,,40.72473169338393,,,,,,,,,,,,,,43.47866923100677,,,,,54.12714413964269,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,50.1447247153862,,,,0.0,44.60672134444906,,,,,,,,,,,,,,,,,,,,,,,51.676083338251715,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,51.33257938243996,,,,,,,,,,,,,,,,,51.798878702043446,,,,,,,,,,,,,0.0,,,60.542533789723564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,45.494293623030636,,,,,,,,,,,40.606157651834145,,,,,,,,,,,43.84445732309365,,,45.31041174333318,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,47.88799533993975,,,,,,,,,,,,,,,,,,,,,,,,49.79093458233196,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,53.15734164782945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.22769705988022,,,,,,,,,,,,49.33745075581776,51.589096861829454,,,46.46419116341854,,,,,,,,,,,,,,,,,,41.026234232417686,,,50.714117582470834,,0.0,
u159,47.879314040157965,,,,51.714375620800375,,,,49.562394140683494,,,,,62.80620289619041,,,,,,48.5931482023077,,0.0,,,,,,,,,,43.91216335442302,,,,,,,,55.269597451627504,,,,,,,,,0.0,57.58245829589696,,,,,,,,,,,,,,,54.62362539701939,,,,,,,,,,42.82883980080256,,,,,,,49.11848936653868,,56.66018750228489,,,,,,,,,,,,,,,,,,,,,,55.80422434476278,,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,44.978453635368005,,,,,,,,,,,,50.83813732344151,,,,,,,,,,,0.0,50.55437756199467,0.0,,,,,,,,,,,,,,,,44.845242246150384,,,,,,,,,,59.31479413746959,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.83051519650129,,,,,,,55.45552572563242,48.03101500787489,,,0.0,,,,,,,,,52.04555607795953,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,47.616955365032744,,,,,41.90964614410447,,,,0.0,,,,,,,,,,39.838264339012284,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,49.28065175348287,,,45.83633613263727,,0.0,50.37055757397874,,,,,,,,,,,,,,,,45.24851898064813,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,44.16357730249304,,,,0.0,,,46.99035148304806,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,54.48710189932059,,,,,,,,,,,,,,55.748884701501034,,,,,49.38776790708394,0.0,,,,,,,,,,48.02544683630099,,0.0,,,,,,50.320888257053866,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u160,,,,,,,57.2948159945707,,41.1833182576365,,,,,,,,,,,,,,,,,,,,,,,47.412533505160255,,,,,,,,,,,,,,,,,,,53.20168468008557,,,,,,,,64.36223293836923,,,,,49.74625096426455,,,,,,,,,,0.0,,,0.0,,,,,,,,46.9097223665162,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,54.412706636507565,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,,,,43.54515712585444,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.66847881944057,,,0.0,,,50.34662242831441,46.55293722243924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.23553209403674,,,,,,,,,,,,,,,,,,,,,,,,,,52.56971766774588,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.670985093168966,0.0,0.0,,,,,,,,,,,,47.20983089204933,,0.0,,42.891422100806636,,,,,51.44063954444835,,,,,,,,,,,,,,,,,,,50.57948058327749,0.0,,48.090933266841326,,,,,,,,,,,,,,,,,,,,,,,,46.45347409035493,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,58.65823509101837,,,,,,,,,,,,,,,,,58.533433332317884,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,42.40292115329243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.11251122202776
u161,,,,,,,47.667548194341,,59.765380280407925,,,48.92235021428639,,,,,,,,,,0.0,,0.0,44.376303595586236,,,,,,,,,59.765483140722914,,,44.310478169649,49.0980110302531,,,,,,,,,,,,,,,,,45.252081301756455,,,,,,,,,,,,,,,,,,,,,,,,,46.659396100456966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.51715410549694,,,,,,,,,,,,,,,,55.87773810601239,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,55.843466762198844,,,,,,,,,51.14910859949178,,,,,52.46416804642027,,,,,,,,,,,,,,,,50.83547040611286,,,,,,,,,,,,,,,,,,55.965467780245895,,,,,,,,46.27322972482857,,,49.793510199284654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,57.12095200443893,,,,,,,,,,,53.54805898466808,,,,,,,,,48.07520966698196,47.563723061262856,,,0.0,,,,37.07338383838195,,52.21243632148337,,,,,,53.09078604960427,,,,,,,,,,,,,,,,0.0,,38.573402260035124,,,,,,,,,,,,,,,,,50.70992345835932,0.0,,,,,,,,,,35.40972449480767,,,,,,,,,,,,,,,,52.05499755287739,,,,0.0,,0.0,,,,,,,,,,,54.53525211735849,,,,,,,,48.585329778652806,,,0.0,0.0,,,,,,56.46762840765864,,,,,,,,,,,,,,,49.07240041591744,0.0,0.0,,,,,45.03136795581687,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,56.59062538841878,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,55.98326751373497,,62.20479781692431,,,,,49.51161837164265,,0.0,47.26455908232634,47.766373433115426,,,,,
u162,,,0.0,,,,,0.0,,,,,0.0,46.06319969404368,,,,,,,,,,,,,,,,,,,,,54.15048134975065,,,,,,,,,,48.55834124820618,,,,,,,,,,,,,,,,,49.06787773162617,,,,,,,,,,,,,,,,,,,,52.84722027892204,,,,,,,,,55.56870063314046,,,,,,,,,,,,,,,,,,,,,,,,53.557659331061025,,,,,,0.0,,,,,59.31903825327284,,,44.6325531803953,,0.0,,,,54.81926161426118,,,,,,52.343328676202105,47.59753437735786,,,,,,44.72878036842487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.31968945405532,,,,,,57.347162375296215,,,,,,,,,,,,,56.179456085908804,,,,,,,,,56.62112454860752,,0.0,,,,,,,,,,,,,,,,0.0,52.92236190971574,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,47.36753387169112,,52.08242882659649,,,,,,,,,0.0,,,49.419018161468884,,,52.23649755949033,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,50.787584195538045,,,,,,,45.29932154446956,,,,,,,,,,,,,51.88135653401248,,,52.33550485427079,44.66795465065427,,,,49.834421215754176,,0.0,,,,50.00579126546253,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.939436730034636,48.025550707597205,,,,,,,,,,,,,,,,,,,,,,,,,,49.98024332697943,,,,,,,,48.38202669105023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.722299160826886,,
u163,48.10869319991658,,0.0,,,,,,43.528669723704866,60.84532235708255,,,,,54.17569959614209,,,,,,,,,,,0.0,0.0,,,,,,,59.99373216276491,,,,,58.024364762626114,56.0047416860876,,,,,,,,,,,,51.006835337855485,,,46.716932489116914,,,,,,,,,,,,,,,,,,,,,,,47.18809780407835,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,53.84441076419683,,,,,63.18574144618985,,47.90610082301051,,,,,,56.731362937367905,,,,,,,,,,,,,,,45.244641407348254,,,,,,,,,,,,,,,,0.0,,,,49.02910125828335,,0.0,,,45.220212200325115,,,0.0,,56.99835154080737,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,37.596264392004485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.91975786190079,,51.12000111126552,,,,47.832017975680635,,,,,,,,,,,,,,61.43548864789608,50.32409538281939,,,0.0,,,,,,,42.89488318579283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,48.531702783777575,,,,,,,,,,,60.74921519407078,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,52.87407511535701,,45.44864387283915,,,,,52.16137071156648,,,,0.0,,,,,,,,,,54.581133995661546
u164,,,,,,55.5655381745493,,,,,48.11074426854638,,,,,,,,,,,,,,,,,,0.0,,,,,51.449106929757875,,,,,,,,0.0,41.35766611157744,,43.80885849275438,,,,,,,,,,,,,,,,49.179936090833465,,0.0,,44.70114545043474,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.57040363465779,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.856361725103284,61.10714236948856,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,52.02497902783548,,,,,,,,,,,,,,,,,53.29324519924416,42.958806201294294,,,,,,,,,,,,,,,,,,,,,,,,48.03017750320501,,,,,,,,,,56.92486188289701,,,,,,53.446819285026464,,,,38.47249873818255,,,,,,,46.69941142261022,,,47.16578896485607,,,,,,,,,,,,,,,49.69112278497712,,,,0.0,,,,,0.0,,,59.633781812129925,,,,,,,,0.0,,,,,,,,,,,,0.0,43.43563435662065,0.0,,,,,,0.0,,,,,,,,,,,,47.86446327108844,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,53.41225797839919,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,53.311237394852405,,,,,,,,,,,,,,47.022426203722404,,,,,,,,,,,,49.759293802084734,,,,,0.0,,,,45.164958114168094,,,,,,,,,,,,,,,,,,,,,,,49.05336008053165,,0.0,,,,,,,,,,0.0,,,42.05976470360078,45.99409424665432,,,,46.86351284759345,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
